,open,high,low,close,volume,value
2020-10-09 20:40:00,12701000.0,12714000.0,12700000.0,12710000.0,6.69608928,85089003.32913
2020-10-09 20:41:00,12703000.0,12710000.0,12702000.0,12703000.0,1.5001577,19063192.67316
2020-10-09 20:42:00,12708000.0,12708000.0,12697000.0,12698000.0,0.4679165,5942843.1033
2020-10-09 20:43:00,12708000.0,12708000.0,12699000.0,12699000.0,0.38594811,4902005.0932
2020-10-09 20:44:00,12700000.0,12700000.0,12698000.0,12699000.0,1.75303858,22262900.91508
2020-10-09 20:45:00,12699000.0,12700000.0,12698000.0,12700000.0,1.87476311,23809305.14169
2020-10-09 20:46:00,12700000.0,12708000.0,12698000.0,12708000.0,1.00257385,12737511.84619
2020-10-09 20:47:00,12702000.0,12702000.0,12698000.0,12700000.0,1.76201996,22376736.09289
2020-10-09 20:48:00,12701000.0,12701000.0,12678000.0,12678000.0,14.28451458,181346575.77514
2020-10-09 20:49:00,12678000.0,12695000.0,12676000.0,12682000.0,4.35823867,55268300.16485
2020-10-09 20:50:00,12685000.0,12685000.0,12682000.0,12682000.0,0.54317235,6889964.17769
2020-10-09 20:51:00,12685000.0,12693000.0,12682000.0,12692000.0,2.65125311,33641615.87857
2020-10-09 20:52:00,12692000.0,12695000.0,12692000.0,12694000.0,0.0639205,811301.80636
2020-10-09 20:53:00,12694000.0,12698000.0,12694000.0,12695000.0,1.15231934,14628980.56957
2020-10-09 20:54:00,12698000.0,12698000.0,12695000.0,12695000.0,1.10044343,13970271.15032
2020-10-09 20:55:00,12695000.0,12695000.0,12690000.0,12695000.0,1.11653281,14172083.5014
2020-10-09 20:56:00,12695000.0,12697000.0,12682000.0,12685000.0,7.27456022,92299016.7791
2020-10-09 20:57:00,12685000.0,12697000.0,12684000.0,12696000.0,0.28854372,3662814.28637
2020-10-09 20:58:00,12685000.0,12696000.0,12684000.0,12696000.0,0.29901442,3792978.89205
2020-10-09 20:59:00,12695000.0,12696000.0,12684000.0,12696000.0,0.95460606,12115660.04096
2020-10-09 21:00:00,12696000.0,12701000.0,12685000.0,12700000.0,4.56012824,57896664.14684
2020-10-09 21:01:00,12686000.0,12700000.0,12685000.0,12698000.0,0.73824914,9367656.15335
2020-10-09 21:02:00,12687000.0,12697000.0,12687000.0,12697000.0,0.44400352,5634642.18768
2020-10-09 21:03:00,12689000.0,12697000.0,12689000.0,12696000.0,0.21584929,2740198.73451
2020-10-09 21:04:00,12696000.0,12697000.0,12696000.0,12696000.0,1.26044442,16002698.14524
2020-10-09 21:05:00,12696000.0,12698000.0,12690000.0,12697000.0,2.46967828,31354827.80318
2020-10-09 21:06:00,12698000.0,12699000.0,12697000.0,12699000.0,5.62667457,71447582.8115
2020-10-09 21:07:00,12698000.0,12699000.0,12697000.0,12698000.0,2.61104973,33153969.67851
2020-10-09 21:08:00,12698000.0,12699000.0,12698000.0,12699000.0,1.43655507,18242189.05715
2020-10-09 21:09:00,12699000.0,12699000.0,12693000.0,12698000.0,0.33773986,4287181.41662
2020-10-09 21:10:00,12693000.0,12698000.0,12691000.0,12692000.0,0.25959392,3295105.32295
2020-10-09 21:11:00,12698000.0,12698000.0,12692000.0,12692000.0,1.22181616,15512104.30733
2020-10-09 21:12:00,12696000.0,12700000.0,12693000.0,12693000.0,2.84762722,36159083.72277
2020-10-09 21:13:00,12693000.0,12700000.0,12692000.0,12698000.0,2.06537338,26227324.05441
2020-10-09 21:14:00,12692000.0,12700000.0,12692000.0,12699000.0,6.08397413,77261623.93145
2020-10-09 21:15:00,12699000.0,12699000.0,12692000.0,12699000.0,1.89952508,24116509.93283
2020-10-09 21:16:00,12699000.0,12699000.0,12692000.0,12698000.0,2.28214636,28967635.71945
2020-10-09 21:17:00,12698000.0,12698000.0,12690000.0,12698000.0,3.65319704,46367524.07619
2020-10-09 21:18:00,12690000.0,12698000.0,12688000.0,12690000.0,3.31994598,42134049.11683
2020-10-09 21:19:00,12696000.0,12698000.0,12690000.0,12698000.0,3.60193031,45732740.57309
2020-10-09 21:20:00,12692000.0,12698000.0,12692000.0,12697000.0,0.43519125,5524759.38813
